id,x,y,o
0,458.2783833912042,6.411850348665812,251.56889833879336
0,457.1647781931688,6.040731696052841,251.56889833879336
0,456.11252076620525,5.690057723638168,251.56889833879336
0,455.0637124145251,5.340533185667795,251.56889833879336
0,453.84100410993483,4.933054970462999,251.56889833879336
0,452.7232519878633,4.5605543192176,251.56889833879336
0,451.521110328738,4.159930118134888,251.56889833879336
0,450.30349502670765,3.754149190488686,251.56889833879336
0,449.1109488286269,3.356722760555324,251.56889833879336
0,447.8638042826837,2.9411009546221605,251.56889833879336
0,446.6888618559499,2.549541135148856,251.56889833879336
0,445.62538994832073,2.1951298391641334,251.56889833879336
0,444.54111360648267,1.833785283882822,251.56889833879336
0,444.64275760560554,2.052993330362543,340.732854123435
0,444.2073604350985,3.298581681921632,340.732854123435
0,443.8344093236458,4.365523755949247,340.732854123435
0,443.4088301880423,5.583024580212778,340.732854123435
0,442.98091055829934,6.80722111229096,340.732854123435
0,442.54663486350387,8.049601135506432,340.732854123435
0,442.14667984143523,9.193796252934654,340.732854123435
0,441.77128374000944,10.267732977448052,340.732854123435
0,441.36307336823506,11.435545077548845,340.732854123435
0,440.9529167940804,12.608924891862909,340.732854123435
0,440.5591319196675,13.735468392404492,340.732854123435
0,440.12436701193394,14.979247960629342,340.732854123435
0,439.76227319013316,16.015129397528337,340.732854123435
0,439.34744215101733,17.20188196550241,340.732854123435
0,438.97395721160933,18.270351219603477,340.732854123435
0,438.53734286008535,19.519421694150843,340.732854123435
0,438.15322233990895,20.618317318505518,340.732854123435
0,437.77926942211263,21.688125369614845,340.732854123435
0,437.3474532427232,22.9234691878484,340.732854123435
0,436.9419268745667,24.083602864963368,340.732854123435
0,436.53273116102537,25.254233840129015,340.732854123435
0,436.12537436427726,26.419604024705528,340.732854123435
0,435.7157866029233,27.591356573968955,340.732854123435
0,435.30083973233764,28.778440513709526,340.732854123435
0,434.9044230752246,29.91251304314043,340.732854123435
0,433.30698726445524,30.829373981185864,278.84539711377386
0,432.2102822515545,31.000042772818837,278.84539711377386
0,431.0849865206952,31.175160840445347,278.84539711377386
0,429.9118580892561,31.375776134785145,287.3291744181008
0,428.7735535106756,31.730954472452076,287.3291744181008
0,427.76594537224315,32.086611053320354,295.5750648630049
0,426.63152790040834,32.62952593276457,295.5750648630049
0,425.4241991423573,33.20733504043519,295.5750648630049
0,424.2966261337188,33.746974264308726,295.5750648630049
0,423.134007983566,34.30338555777107,295.5750648630049
0,422.1356359232511,34.78110525975686,295.56227949825603
0,421.09000479310777,35.281241610818554,295.56227949825603
0,420.0776643001343,35.765454700494224,295.56227949825603
0,419.01548238463397,36.27350746601321,295.56227949825603
0,417.8099316781307,36.850135029968556,295.56227949825603
0,416.8306368639576,37.31854202441892,295.56227949825603
0,415.8312875914273,37.79654127691913,295.56227949825603
0,414.7307897625835,38.32292094619487,295.56227949825603
0,413.72380139259144,38.804574059239044,295.56227949825603
0,412.68992240557236,39.28203419919086,294.7578637235882
0,411.58387963511296,39.79211097605882,294.7578637235882
0,410.3868772214104,40.34413586098345,294.7578637235882
0,409.20626361343307,40.888602675438925,294.7578637235882
0,408.1791713910908,41.36226961157457,294.7578637235882
0,407.1834965413447,41.82144771185367,294.75786372358857
0,406.7060293411823,42.16789070119679,337.74963428429936
0,406.2218299281823,43.3514101599058,337.74963428429936
0,406.16317064770953,43.88846507889498,23.757417393879688
0,406.6802923831417,45.06330102157998,23.757417393878164
0,407.210600910181,46.26809570644724,23.757417393878164
0,407.7456113500538,47.48357254953334,23.757417393878164
0,408.2859280468212,48.71110454500173,23.757417393878164
0,408.7793449411047,49.83208605170213,23.757417393878164
0,409.30164186480204,51.01867937522696,23.757417393878164
0,409.68567618150877,52.239828167816206,10.895503683412604
0,409.9049227570443,53.37884086511057,10.895503683412604
0,410.13389420642466,54.56837546798917,10.895503683412604
0,410.34169718081773,55.6479372617873,10.895503683412604
0,410.388854709283,56.90073744161202,358.5461045348908
0,410.3573179415546,58.143286090110536,358.5461045348908
0,410.329366442075,59.2445751696054,358.5461045348908
0,410.21588198027445,60.49730815745865,347.732033417304
0,409.9612495779384,61.6683028472138,347.732033417304
0,409.68956159202577,62.91773216514536,347.732033417304
0,409.4093993540672,64.20613258044855,347.732033417304
0,409.17858926746624,65.26757402808892,347.732033417304
0,408.9233917184791,66.44116769472738,347.732033417304
0,408.6503018548942,67.69704391923796,347.732033417304
0,408.38146299618046,68.9333707694959,347.732033417304
0,408.14546460059165,70.01867203316027,347.732033417304
0,407.895638378694,71.16756422645528,347.732033417304
0,407.6222311630499,72.42489987864579,347.732033417304
0,407.37038065982176,73.58310126694782,347.732033417304
